Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data;Analisado por
Cajamar            ;SP;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Não Estatal            ;Eletricidade de São Paulo S/A               ;Real;7.173.254;17944.000029/2013-67;3509205;Regulariz;23/08/2013;STN
Cajamar            ;SP;Município;Operação Contratual Interna;Provias 2010                                  ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;3.000.000;17944.000080/2014-50;3509205;Deferido ;28/05/2014;STN
Cajamar            ;SP;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;4.552.831;17944.000293/2015-62;3509205;Deferido ;31/03/2015;STN
Cajamar            ;SP;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;909.513;17944.000826/2004-53;3509205;Arquivado;21/10/2004;STN
Cajamar            ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;1.680.000;17944.001011/2011-11;3509205;Arquivado;18/01/2013;STN
Cajati             ;SP;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.250.000;17944.000853/2009-31;3509254;Deferido ;24/09/2009;STN
Cajati             ;SP;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;521.190;17944.001132/2005-14;3509254;Deferido ;19/09/2005;STN
Cajazeiras do Piauí;PI;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;240.750;17944.000905/2008-98;2202075;Arquivado;02/10/2008;STN
Cajobi             ;SP;Município;Operação Contratual Interna;RELUZ                                         ;Empresa Não Estatal            ;Companhia Paulista de Força e Luz           ;Real;7.074,1;17944.001058/2005-36;3509304;Pendente ;17/01/2008;STN
Cajueiro           ;AL;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;345.000;17944.001233/2008-38;2701308;Arquivado;22/10/2008;STN
Cajuri             ;MG;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;550.000;17944.001574/2010-28;3110202;Deferido ;24/11/2010;STN
Cajuri             ;MG;Município;Operação Contratual Interna;PNAFM                                         ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;200.000;19405.000090/2004-46;3110202;Arquivado;08/09/2004;STN
Cajuru             ;SP;Município;Operação Contratual Interna;RELUZ                                         ;Empresa Não Estatal            ;Companhia Paulista de Força e Luz           ;Real;51.868,5;17944.001020/2005-63;3509403;Pendente ;17/01/2008;STN
Caldas             ;MG;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;141.900;17944.000065/2007-82;3110301;Arquivado;10/10/2007;STN
Caldas             ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.100.000;17944.000101/2010-11;3110301;Deferido ;24/02/2010;STN
Caldas             ;MG;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;539.700;17944.000228/2008-16;3110301;Deferido ;20/02/2008;STN
Caldas             ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.250.000;17944.001405/2013-31;3110301;Deferido ;30/12/2013;STN
Caldas             ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;800.000;17944.000451/2016-65;3110301;Deferido ;19/04/2016;STN
Caldas             ;MG;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;50.174,6;17944.000460/2017-37;3110301;Deferido ;29/06/2017;STN
Caldas             ;MG;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.949.825,4;PVL02.001608/2017-98;3110301;Deferido ;14/11/2017;Ins
Caldas Novas       ;GO;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;7.084.765,5;17944.000283/2007-17;5204508;Deferido ;23/03/2007;STN
Caldas Novas       ;GO;Município;Operação Contratual Interna;Renegociação de dívidas                       ;Empresa Estatal                ;Companhia Energética de Goiás               ;Real;3.161.980,8;17944.000389/2007-11;5204508;Deferido ;23/03/2007;STN
Caldas Novas       ;GO;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;3.000.000;17944.000818/2009-11;5204508;Arquivado;21/01/2011;STN
Caldas Novas       ;GO;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;3.000.000;17944.001331/2014-13;5204508;Deferido ;11/02/2016;STN
Caldas Novas       ;GO;Município;Operação Contratual Interna;Caminho da Escola 4                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;413.450;17944.001549/2008-20;5204508;Arquivado;10/09/2008;STN
Caldas Novas       ;GO;Município;Operação Contratual Interna;PAC 2 - Saneamento                            ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;10.693.694,6;17944.001609/2014-52;5204508;Arquivado;18/04/2017;STN
Caldas Novas       ;GO;Município;Operação Contratual Interna;PAC 2 - Saneamento                            ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;31.172.173,8;17944.001610/2014-87;5204508;Arquivado;18/04/2017;STN
Caldas Novas       ;GO;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;2.773.172,7;19405.000002/2004-14;5204508;Deferido ;19/05/2005;STN
Caldas Novas       ;GO;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.426.827,3;19405.000003/2004-51;5204508;Deferido ;19/05/2005;STN
Caldas Novas       ;GO;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;596.605,8;19405.000004/2004-03;5204508;Deferido ;19/05/2005;STN
Caldazinha         ;GO;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;126.750;17944.000765/2008-58;5204557;Arquivado;22/07/2008;STN
Caldeirão Grande   ;BA;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;540.000;17944.000558/2008-01;2905503;Arquivado;13/08/2008;STN
Califórnia         ;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Estatal                ;Companhia Paranaense de Energia             ;Real;19.456;17944.000186/2006-43;4103503;Regulariz;17/09/2009;STN
Califórnia         ;PR;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;495.720;17944.000379/2009-47;4103503;Arquivado;30/04/2009;STN
Califórnia         ;PR;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;393.400;17944.001873/2014-96;4103503;Arquivado;13/03/2015;STN
Califórnia         ;PR;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo;Real;699.600;19406.000079/2007-19;4103503;Deferido ;13/04/2007;STN
Califórnia         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;500.000;19406.000146/2002-91;4103503;Deferido ;31/07/2002;STN
Califórnia         ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;301.300;19406.000146/2009-67;4103503;Deferido ;13/10/2009;STN
Califórnia         ;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;97.000;19406.000208/2008-50;4103503;Deferido ;26/03/2008;STN
Califórnia         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;375.000;19406.000209/2008-02;4103503;Deferido ;26/03/2008;STN
Califórnia         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;329.000;19406.000347/2004-50;4103503;Deferido ;29/06/2004;STN
Califórnia         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;1.600.000;17944.001022/2015-24;4103503;Deferido ;20/11/2015;STN
Calmon             ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;400.000;00000.000000/0076-21;4203154;Devolvido;10/10/2011;STN
Calmon             ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;600.000;00000.000000/0076-22;4203154;Devolvido;10/10/2011;STN
Calmon             ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;600.000;17944.000318/2012-85;4203154;Deferido ;22/05/2012;STN
Calmon             ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;400.000;17944.000319/2012-20;4203154;Deferido ;22/05/2012;STN
Calmon             ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;300.000;19406.000122/2002-31;4203154;Deferido ;12/07/2002;STN
Calmon             ;SC;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;400.000;19406.000219/2006-78;4203154;Deferido ;30/06/2006;STN
Calmon             ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;200.000;19406.000220/2006-01;4203154;Deferido ;30/06/2006;STN
